Book_Available,Book_Category,Book_First_Link,Book_Price,Book_Stars,Book_Title,Book_total_category_amouth
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,37.61,2,More Than Music (Chasing the Dream #1),67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,22.13,4,Code Name Verity (Code Name Verity #1),67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,20.29,4,Cell,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,34.2,2,Angels Walking (Angels Walking #1),67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,56.48,2,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,40.79,2,A People's History of the United States,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,55.51,1,A Brush of Wings (Angels Walking #3),67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,37.86,4,Rook,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,26.2,1,The Midnight Watch: A Novel of the Titanic and the Californian,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,59.15,4,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,11.88,3,The Children,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,15.71,4,One with You (Crossfire #5),67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,48.27,5,Without Shame,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,58.05,4,Watchmen,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,50.49,3,A Hero's Curse (The Unseen Chronicles #1),67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,35.79,2,23 Degrees South: A Tropical Tale of Changing Whether...,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,16.24,1,The Glass Castle,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,35.67,3,The Drowning Girls,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,20.12,5,Team of Rivals: The Political Genius of Abraham Lincoln,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,57.43,4,John Adams,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,37.05,5,Good in Bed (Cannie Shapiro #1),67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,43.27,4,The Joy of Cooking,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,18.77,1,The Golden Compass (His Dark Materials #1),67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,46.85,3,The God Delusion,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,19.27,4,Pride and Prejudice,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,48.51,3,Mere Christianity,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,56.59,4,Fun Home: A Family Tragicomic,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,30.57,2,The Raven King (The Raven Cycle #4),67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html,22.37,1,Find Her (Detective D.D. Warren #8),67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,42.27,1,Evicted: Poverty and Profit in the American City,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,46.42,2,A Game of Thrones (A Song of Ice and Fire #1),67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,10.79,3,A Clash of Kings (A Song of Ice and Fire #2),67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,10.02,2,The Tipping Point: How Little Things Can Make a Big Difference,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,34.77,1,The Rest Is Noise: Listening to the Twentieth Century,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,37.19,3,The Purpose Driven Life: What on Earth Am I Here for?,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,47.8,3,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,57.48,1,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,22.13,4,"The End of Faith: Religion, Terror, and the Future of Reason",67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,41.32,5,The Complete Poems,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,24.55,1,The Catcher in the Rye,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,47.84,1,The Case for Christ (Cases for Christianity),67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,53.71,5,The Blind Side: Evolution of a Game,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,52.33,2,Seven Days in the Art World,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,46.29,1,Sarah's Key,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,50.11,3,Rogue Lawyer (Rogue Lawyer #1),67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,34.98,2,Manuscript Found in Accra,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,21.28,4,Fire Bound (Sea Haven/Sisters of the Heart #5),67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,36.17,2,Cosmos,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html,50.96,1,#GIRLBOSS,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-4.html,31.38,3,The Sense of an Ending,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-4.html,33.78,3,The Republic,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-4.html,29.64,3,The Odyssey,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-4.html,54.43,1,The Light of the Fireflies,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-4.html,16.16,1,The Iliad,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-4.html,14.76,3,The Communist Manifesto,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-4.html,24.89,3,Lord of the Flies,67
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,18.78,3,Unicorn Tracks,48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,25.02,3,"Saga, Volume 6 (Saga (Collected Editions) #6)",48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,13.34,5,Princess Between Worlds (Wide-Awake Princess #5),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,56.4,2,Masks and Shadows,48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,43.29,3,Crown of Midnight (Throne of Glass #2),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,28.09,2,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,52.37,1,A Court of Thorns and Roses (A Court of Thorns and Roses #1),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,35.07,3,Throne of Glass (Throne of Glass #1),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,44.28,1,The Glittering Court (The Glittering Court #1),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,42.98,1,Hollow City (Miss Peregrine’s Peculiar Children #2),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,46.02,5,The Star-Touched Queen,48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,52.26,2,The Hidden Oracle (The Trials of Apollo #1),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,44.73,4,The Bane Chronicles (The Bane Chronicles #1-11),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,29.65,1,Island of Dragons (Unwanteds #7),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,37.51,5,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,56.02,4,City of Glass (The Mortal Instruments #3),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,38.73,1,Searching for Meaning in Gailana,48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,32.3,5,The Star-Touched Queen,48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,56.63,3,A Shard of Ice (The Black Symphony Saga #1),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,39.61,5,King's Folly (The Kinsman Chronicles #1),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,12.16,5,Every Heart a Doorway (Every Heart A Doorway #1),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,44.81,4,A Gathering of Shadows (Shades of Magic #2),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,57.74,4,The Raven Boys (The Raven Cycle #1),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,56.0,5,The False Prince (The Ascendance Trilogy #1),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,45.51,3,Tell the Wind and Fire,48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,17.21,4,A Feast for Crows (A Song of Ice and Fire #4),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,52.11,2,The Demonists (Demonist #1),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,46.08,5,The Beast (Black Dagger Brotherhood #14),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,49.45,5,Paper and Fire (The Great Library #2),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,31.63,4,Harry Potter and the Order of the Phoenix (Harry Potter #5),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,48.75,5,Harry Potter and the Half-Blood Prince (Harry Potter #6),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,14.74,1,Harry Potter and the Chamber of Secrets (Harry Potter #2),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,58.64,4,The Rose & the Dagger (The Wrath and the Dawn #2),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,24.72,2,Soldier (Talon #3),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,55.46,2,Midnight Riot (Peter Grant/ Rivers of London - books #1),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,44.07,4,Heir to the Sky,48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,43.87,3,Eragon (The Inheritance Cycle #1),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,56.02,1,Darkfever (Fever #1),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,22.06,4,Ash,48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-2.html,31.22,2,A Storm of Swords (A Song of Ice and Fire #3),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-3.html,53.82,2,Vampire Girl (Vampire Girl #1),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-3.html,36.25,3,The Silent Twin (Detective Jennifer Knight #3),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-3.html,29.38,1,The Mirror & the Maze (The Wrath and the Dawn #1.5),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-3.html,13.33,3,Sister Sable (The Mad Queen #1),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-3.html,21.72,4,Shadow Rites (Jane Yellowrock #10),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-3.html,28.99,1,Origins (Alphas 0.5),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-3.html,52.94,2,One Second (Seven #7),48
True,Fantasy,https://books.toscrape.com/catalogue/category/books/fantasy_19/page-3.html,58.75,4,Myriad (Prentor #1),48
True,New Adult,https://books.toscrape.com/catalogue/category/books/new-adult_20/index.html,45.07,2,Without Borders (Wanderlove #1),6
True,New Adult,https://books.toscrape.com/catalogue/category/books/new-adult_20/index.html,43.29,3,The Mistake (Off-Campus #2),6
True,New Adult,https://books.toscrape.com/catalogue/category/books/new-adult_20/index.html,55.85,1,The Matchmaker's Playbook (Wingmen Inc. #1),6
True,New Adult,https://books.toscrape.com/catalogue/category/books/new-adult_20/index.html,36.29,5,The Hook Up (Game On #1),6
True,New Adult,https://books.toscrape.com/catalogue/category/books/new-adult_20/index.html,58.35,3,Shameless,6
True,New Adult,https://books.toscrape.com/catalogue/category/books/new-adult_20/index.html,39.45,5,Off Sides (Off #1),6
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,22.65,1,The Requiem Red,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,17.46,5,Set Me Free,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,45.22,3,The Natural History of Us (The Fine Art of Pretending #2),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,14.86,2,Obsidian (Lux #1),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,28.81,3,Burning,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,28.13,4,A Fierce and Subtle Poison,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,43.55,5,Scarlett Epstein Hates It Here,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,38.28,1,"Nightingale, Sing",54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,48.56,5,Library of Souls (Miss Peregrine’s Peculiar Children #3),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,29.99,5,Frostbite (Vampire Academy #2),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,14.36,2,Wild Swans,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,46.31,2,Until Friday Night (The Field Party #1),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,27.12,2,This Is Where It Ends,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,35.35,5,The Darkest Lie,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,40.36,1,My Kind of Crazy,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,55.35,1,Don't Get Caught,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,50.83,3,Catching Jordan (Hundred Oaks),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,58.14,4,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,14.44,5,The Epidemic (The Program 0.6),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,48.05,2,Stars Above (The Lunar Chronicles #4.5),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,54.65,4,No Love Allowed (Dodge Cove #1),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,51.34,4,"Exit, Pursued by a Bear",54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,54.4,1,The Alien Club,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,33.23,1,Don't Forget Steven,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,28.93,1,South of Sunshine,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,36.39,5,My Life Next Door (My Life Next Door ),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,55.65,5,Future Shock (Future Shock #1),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,50.35,4,Nightstruck: A Novel,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,50.96,2,Tell the Wolves I'm Home,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,47.31,4,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,41.73,4,Where She Went (If I Stay #2),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,14.64,1,Two Summers,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,11.33,5,The Darkest Corners,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,41.81,1,Tell Me Three Things,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,23.63,4,Lola and the Boy Next Door (Anna and the French Kiss #2),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,15.52,5,Kill the Boy Band,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,48.13,5,Isla and the Happily Ever After (Anna and the French Kiss #3),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,10.0,5,An Abundance of Katherines,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,24.17,4,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-2.html,32.36,3,Walk the Edge (Thunder Road #2),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-3.html,32.74,2,Two Boys Kissing,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-3.html,44.92,3,The New Guy (and Other Senior Year Distractions),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-3.html,29.64,4,"The Land of 10,000 Madonnas",54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-3.html,14.57,4,Scarlet (The Lunar Chronicles #2),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-3.html,43.69,4,Legend (Legend #1),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-3.html,53.04,5,Lady Renegades (Rebel Belle #3),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-3.html,42.21,4,Golden (Heart of Dread #3),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-3.html,26.09,1,Cinder (The Lunar Chronicles #1),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-3.html,21.12,3,Boy Meets Boy,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-3.html,36.83,5,Annie on My Mind,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-3.html,12.86,4,New Moon (Twilight #2),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-3.html,53.47,1,Girl Online On Tour (Girl Online #2),54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-3.html,27.89,5,The Haters,54
True,Young Adult,https://books.toscrape.com/catalogue/category/books/young-adult_21/page-3.html,40.83,4,The Art of Not Breathing,54
True,Science,https://books.toscrape.com/catalogue/category/books/science_22/index.html,42.96,4,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,14
True,Science,https://books.toscrape.com/catalogue/category/books/science_22/index.html,57.36,5,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,14
True,Science,https://books.toscrape.com/catalogue/category/books/science_22/index.html,44.74,4,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,14
True,Science,https://books.toscrape.com/catalogue/category/books/science_22/index.html,37.55,1,Tipping Point for Planet Earth: How Close Are We to the Edge?,14
True,Science,https://books.toscrape.com/catalogue/category/books/science_22/index.html,55.91,1,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",14
True,Science,https://books.toscrape.com/catalogue/category/books/science_22/index.html,28.41,1,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,14
True,Science,https://books.toscrape.com/catalogue/category/books/science_22/index.html,10.01,4,The Origin of Species,14
True,Science,https://books.toscrape.com/catalogue/category/books/science_22/index.html,13.76,3,The Grand Design,14
True,Science,https://books.toscrape.com/catalogue/category/books/science_22/index.html,16.28,2,Peak: Secrets from the New Science of Expertise,14
True,Science,https://books.toscrape.com/catalogue/category/books/science_22/index.html,13.03,4,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",14
True,Science,https://books.toscrape.com/catalogue/category/books/science_22/index.html,57.35,5,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",14
True,Science,https://books.toscrape.com/catalogue/category/books/science_22/index.html,25.83,2,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",14
True,Science,https://books.toscrape.com/catalogue/category/books/science_22/index.html,30.6,4,Seven Brief Lessons on Physics,14
True,Science,https://books.toscrape.com/catalogue/category/books/science_22/index.html,29.45,1,The Selfish Gene,14
True,Poetry,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,51.77,3,A Light in the Attic,19
True,Poetry,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,52.15,1,The Black Maria,19
True,Poetry,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,20.66,4,Shakespeare's Sonnets,19
True,Poetry,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,23.88,1,Olio,19
True,Poetry,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,33.63,2,You can't bury them all: Poems,19
True,Poetry,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,57.31,3,Slow States of Collapse: Poems,19
True,Poetry,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,14.27,4,Untitled Collection: Sabbath Poems 2014,19
True,Poetry,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,14.19,4,Poems That Make Grown Women Cry,19
True,Poetry,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,41.05,1,Night Sky with Exit Wounds,19
True,Poetry,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,46.78,4,salt.,19
True,Poetry,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,50.89,5,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",19
True,Poetry,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,53.64,5,Out of Print: City Lights Spotlight No. 14,19
True,Poetry,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,29.04,5,Les Fleurs du Mal,19
True,Poetry,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,40.45,2,Howl and Other Poems,19
True,Poetry,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,51.17,5,Leave This Song Behind: Teen Poetry at Its Best,19
True,Poetry,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,15.42,5,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),19
True,Poetry,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,38.77,4,The Crossover,19
True,Poetry,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,17.49,5,Booked,19
True,Poetry,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,30.95,4,Twenty Love Poems and a Song of Despair,19
True,Paranormal,https://books.toscrape.com/catalogue/category/books/paranormal_24/index.html,15.4,1,"Vampire Knight, Vol. 1 (Vampire Knight #1)",1
True,Art,https://books.toscrape.com/catalogue/category/books/art_25/index.html,44.18,4,Wall and Piece,8
True,Art,https://books.toscrape.com/catalogue/category/books/art_25/index.html,49.05,3,Feathers: Displays of Brilliant Plumage,8
True,Art,https://books.toscrape.com/catalogue/category/books/art_25/index.html,48.63,4,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,8
True,Art,https://books.toscrape.com/catalogue/category/books/art_25/index.html,43.02,3,The New Drawing on the Right Side of the Brain,8
True,Art,https://books.toscrape.com/catalogue/category/books/art_25/index.html,10.29,4,History of Beauty,8
True,Art,https://books.toscrape.com/catalogue/category/books/art_25/index.html,41.14,4,The Story of Art,8
True,Art,https://books.toscrape.com/catalogue/category/books/art_25/index.html,32.34,2,The Art Book,8
True,Art,https://books.toscrape.com/catalogue/category/books/art_25/index.html,39.51,5,Ways of Seeing,8
True,Psychology,https://books.toscrape.com/catalogue/category/books/psychology_26/index.html,10.4,1,The Lucifer Effect: Understanding How Good People Turn Evil,7
True,Psychology,https://books.toscrape.com/catalogue/category/books/psychology_26/index.html,39.43,1,The Golden Condom: And Other Essays on Love Lost and Found,7
True,Psychology,https://books.toscrape.com/catalogue/category/books/psychology_26/index.html,56.27,3,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,7
True,Psychology,https://books.toscrape.com/catalogue/category/books/psychology_26/index.html,21.3,3,An Unquiet Mind: A Memoir of Moods and Madness,7
True,Psychology,https://books.toscrape.com/catalogue/category/books/psychology_26/index.html,21.14,1,"Thinking, Fast and Slow",7
True,Psychology,https://books.toscrape.com/catalogue/category/books/psychology_26/index.html,59.95,2,Civilization and Its Discontents,7
True,Psychology,https://books.toscrape.com/catalogue/category/books/psychology_26/index.html,31.04,1,8 Keys to Mental Health Through Exercise,7
True,Autobiography,https://books.toscrape.com/catalogue/category/books/autobiography_27/index.html,10.93,2,The Argonauts,9
True,Autobiography,https://books.toscrape.com/catalogue/category/books/autobiography_27/index.html,27.18,1,M Train,9
True,Autobiography,https://books.toscrape.com/catalogue/category/books/autobiography_27/index.html,40.85,1,Lab Girl,9
